date,time,Location,Lat,Long,operator,flight_no,route,ac_type,registration,cn_ln,all_aboard,passengers_aboard,crew_aboard,all_fatalities,passenger_fatalities,crew_fatalities,ground,summary
"September 25, 1978",902,San Diego,32.715,-117.1625,Pacific Southwest Airlines / Private,182,Los Angeles - San Diego,Boeing B-727-214 / Cessna 172,N533PS/N7711G,19688/589 / ?,137,128,9,137,128,9,7,"Midair collision. The PSA was descending and about to land at Lindbergh Field. The Cessna was climbing while engaged in practice approaches. The 727 overtook and struck the Cessna from the rear. The primary cause was the PSA crew lost sight of the Cessna and did not make that fact known to the ATC.  The ATC failed to realize from the PSA transmissions that they lost sight of the Cessna. One hundred thirty-five killed on the PSA, two on the Cessna and seven on the ground. Crew fatigue may have played a part in the accident as there are unofficial reports that the crew attended an all night party and had only 2 hours sleep from the night before."
"March 16, 1991",143,San Diego,32.715,-117.1625,Duncan Aircraft Sales,?,"San Diego - Amarillo, TX  - Evansville, IN",Hawker-Siddeley DH-125-1A/522,N831LC,25095,10,8,2,10,8,2,0,"The aircraft hit rising terrain near the top of Mt. Otay, 8 miles NE of Brown Field at an elevation of 3,300 feet shortly after taking off. Improper planning/decision by the pilot. Failure of the crew to maintain proper altitude and clearance over mountainous terrain and the failure of the copilot to adequately monitor the progress of the flight. Seven members of the Reba McEntire band were killed."
"March 21, 1991",215,San Diego,32.715,-117.1625,Military - U.S. Navy / Military -  U.S. Navy,?,?,Lockheed P-3C / Lockheed P-3C,158930/159325,185-5602 /185-5615,27,,,27,,,0,"The two aircraft collided at an altitude of 3,000 ft. while conducting training exercises off the coast of southern California.  Both planes crashed into the sea. Loss of situational awareness, one crew misunderstanding the others intentions or a previous understanding made by radio contact may have led to the accident. Thirteen aboard 159325 and 14 aboard 158930 were killed."
"October 24, 2004",30,San Diego,32.715,-117.1625,Med Flight Air Ambulance - Private,?,"San Diego, CA - Albuquerque, NM",Learjet 35A,N30DK,35A-345,5,4,1,5,4,1,0,"Two minutes after taking off, the air ambulance crashed into Otay peak,  in an isolated area of mountains, 8 miles east of Brown Field Municipal Airport. Dark night visual conditions prevailed. The controller's Minimum Safe Altitude Warning System issued and alert during the last two radar returns. The air traffic controller failed to alert the crew to altitude warnings as the plane was on track to fly into a mountain. The controller identified the airplane on the radar screen and instructed crew members to expect clearance above 5,000 feet, but then issued a heading that resulted in a flight track directly into the mountains. The mountain is at 3,556 feet altitude. Also, the flight crew did not follow the recommended departure procedures for taking off at night and in mountainous terrain. Failure of the flightcrew to maintain terrain clearance during a VFR departure, which resulted in controlled flight into terrain, and the air traffic controller's issuance of a clearance that transferred the responsibility for terrain clearance from the fllightcrew to the controller. The controller's failure to provide terrain clearance instructions to the flightcrew, and failure to advise the flightcrew of minimum safe altitude warning alerts. Contributing to the accident was the pilots' fatigue which likely contributed to their degraded decision making."
"March 27, 1986",2345,"Gilmer, Texas",32.7325,-94.9469,Delta Air Lines,4,Dallas -  Atlanta,Stinson Model A,NC14599,9103,4,3,1,4,3,1,0,Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.
"July 04, 2002",2040,"Hollywood, South Carolina",32.75,-80.2333,Riddle Airlines,?,New York - Miami,Curtiss C-46A,N9904F,30262,2,0,2,2,0,2,0,The cargo plane was carrying mail . An in-flight structural failure resulting from a violent pitch-down induced by the erratic action of nonconforming elevator tab controls.
"November 04, 1976",5:49,Dallas,32.7792,-96.8089,American Airlines,157,New York City - Mexico City,Douglas DC-6,N90728,42895/58,46,41,5,28,26,2,0,"During a pull-up for a go-around, after attemping a landing approach with the No. 1 engine feathered,  the No. 4 engine lost power then came on with a surge. The flight engineer feathered the No. 4 engine without instructions from the captain. The aircraft stalled, then collided with wires and a building.  Crew's improper handling of the aircraft after an engine failed."
"December 07, 1996",901,Dallas,32.7792,-96.8089,Delta Air Lines,1141,"Dallas/Fort Worth, TX - Salt Lake City, UT",Boeing B-727-232 Adv,N473DA,20750/992,108,101,7,14,12,2,0,"The aircraft stalled and crashed during takeoff, hitting a ILS localizer antenna, 1,000 feet beyond the end of the runway. Crew error. Improperly set flaps and slats. Failure of the takeoff safety warning system."
"March 12, 1937",?,"El Centro, California",32.792,-115.5631,Military - US Navy,?,Air Show,Douglas A-3D Skywarrior,?,?,3,0,3,3,0,3,6,"The aircraft was part of a parachute dropping demonstration at an air show at El Centro Air base. The A-3D bomber, while flying low, faltered, lost altitude, hiit a power pole, broke apart and crashed in flames. Part of the aircraft struck the base administration building killing 6 people inside."
"January 14, 1966",1507,Shomrat,32.9512,35.0956,Aeroflot,?,Nurata - Samarkand,Antonov AN-2,CCCP-02185,1122 473 05,11,9,2,11,9,2,0,The aircraft hit the slope of a mountain 3.4 km from Shamurat. Crew who decided to continue the flight in below-minima weather conditions.
"October 01, 1938",120,Ar-Rutbah,33.0333,40.2833,Military - U.S. Marines,?,Ferrying troops,CH53E Sea Stallion,164536,?,31,29,2,31,29,2,0,The helicopter crashed in rain and a sandstorm.
"November 26, 1938",1615,"Bridgeport, Texas",33.2097,-97.7608,Military - U.S. Air Force/Military - U.S. Air Force,?,San Antionio - OK City / Wichita Falls - Forth Worth,Douglas C-124C / Fairchild C-119C,52-981A/49-195A,43890 /10432,18,13,5,18,13,5,0,"Collided in midair while cruising at 6,000 ft. Both aircraft crashed into farmlands killing all aboard. The pilot of the 49-195A was flying at the wrong altitude."
"July 10, 1961",18:23,"Oceanside, California",33.2117,-117.3258,Maddux Airlines,7,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,NC9689,5-AT-046,16,14,2,16,14,2,0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control."
"September 07, 1946",?,"Denton, Texas",33.2167,-97.1333,American Airlines,?,Chicago - Oklahoma City,Vultee V-1,NC13767,5,6,5,1,1,0,1,0,Crashed into a clump of trees while attempting a landing in a snowstorm.
"June 20, 2008",16,"Griffin, Georgia",33.2475,-84.2708,Custom Air Service,?,Griffin - Americus,Aviation Traders ATL-98 Carvair,N83FA,10365,2,0,2,2,0,2,0,"On a positioning flight, while taking off the plane suffered engine failure, overran the runway and crashed into a vacant building."
"May 02, 1974",?,Baghdad,33.3153,44.3661,Imperial Airways,?,Southampton - Sydney,Short Empire Flying Boat,G-AETW,S839,6,0,6,4,0,4,0,The flying boat crashed on Lake Ramadi at night in a sandstorm.
"April 18, 1930",1230,"Jenkinsburg, Georgia",33.325,-84.035,Air Carriers Express Services Inc,?,Parachuting,Cessna 208 Caravan I,N551CC,208-00017,17,16,1,17,16,1,0,Lost power and spiraled into the ground after takeoff. Contaminated fuel. Overloaded.
"December 05, 1948",630,Khost,33.3333,69.9167,Bakhtar Afghan Airlines,?,Khost-Kaboul,Antonov AN-26,YA-BAL,14105,53,48,5,53,48,5,0,Shot down by rebel forces with a surface-to-air missile.
"April 08, 1922",?,"Avalon, California",33.3408,-118.3278,Catalina Airlines,?,"San Pedro, CA - Catalina, CA",Grumman G-21 Goose,N11CS,1166,11,10,1,1,1,0,0,"During an attempted go-around, the plane struck boat wakes and crashed. One passenger drowned."
"November 21, 2004",1120,"Avalon, California",33.3408,-118.3278,Helicopter - Air Taxi,?,"San Pedro, CA - Avalon, CA",Sikorsky S-62A,N324Y,62012,8,7,1,2,2,0,0,The main rotor disk failed from a fatigue fracture while attempting to land.
"February 03, 1980",1135,Fallujah,33.35,43.7833,Falcon Aviation Group,?,al-Asad air base - Baghdad,Antonov An-12,S9-SAO,346908,7,0,7,7,0,7,0,"The cargo plane, chartered by FedEx, crashed west of Baghdad, shortly after taking off from al Asad air base and after the crew reported a malfunction with the plane."
"May 09, 1957",2330,"Georgetown, South Carolina",33.3675,-79.2939,Omniflight Helicopters Inc.,?,Charleston - Conway,Eurocopter AS350-B2,N417AE,9032,3,2,1,3,2,1,0,"The air ambulance crashed shortly after departure after dropping off a patient and while returning to base. The pilot, medic and nurse were all killed. The pilot’s decision to continue the visual flight rules flight into an area of instrument meteorological conditions, which resulted in the pilot’s spatial disorientation and a loss of control of the helicopter. Contributing to the accident was the inadequate oversight of the flight by Omniflight’s Operational Control Center."
"March 21, 1931",745,"New Savannah, Georgia",33.3725,-81.9458,Coastal Air Lines,?,Charlston - Savannah,Douglas DC-3,N60331,12968,27,25,2,18,17,1,0,"After both engines stopped in flight and attempts to restart them failed, the aircraft banked sharply, stalled and crashed 10 miles east northeast of Savannah. The fuel selector valves were positioned so that both engines were supplied fuel from only one of the auxilliary tanks until the fuel was exhausted and control of the plane was lost."
"August 28, 1986",653,"Texarkana, Arkansas",33.4331,-94.0206,Southwest Airlift,?,Little Rock - Texarkana,Howard 250,N252K,2596,2,0,2,2,0,2,0,"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot."
"July 12, 1993",1455,"Talladega, Alabama",33.4347,-86.1013,Private,?,Birmingham - Talladega,"Helicopter, Hughes 369HS",N9116F,720396S,2,1,1,1,1,0,0,"The helicopter crashed while attempting to land in a confined area of the infield of the Talladega Super Speedway. The pilot of the helicopter, NASCAR race car driver Davey Allison, 30, killed. The pilot's poor in-flight decision to land downwind in a confined area that was surrounded by high obstructions, and his failure to properly compensate for the tailwind condition."
"May 24, 2008",930,"Two Harbors, California",33.44,-118.4983,Island Express Helicopter Service,?,Long Beach - Two Harbors,Eurocopter AS350D Astar,N67GE,1604,6,5,1,4,3,1,0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed. Loss of engine power during approach for landing due to a fatigue fracture of a power turbine blade.
"October 30, 1927",1345,"New Boston, Texas",33.4606,-94.4172,Military - U.S. Air Force,?,Fort Campbell - Lawton,Fairchild C-82,45-57761,10131,10,0,10,10,0,10,0,Struck by lightning and crashed.
"December 01, 1928",c 10:00,"Spur, Texas",33.4778,-100.857,Sunbeam Air Transport Co.,?,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,5,4,1,5,4,1,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
"December 24, 1920",1714,"De Kalb, Texas",33.5081,-94.6164,Private,?,Guntersville - Dallas/Ft. Worth,Douglas DC-3,N711Y,13658,9,7,2,7,7,0,0,"The plane crash landed into a field and struck a pole then continued into trees after dense smoke filled the plane and cockpit. The fire most likely started in a defective cabin heater but was not determined for sure. Singer Rick Nelson, 45, fiancée Helen Blair, 27, soundman Clark Russell and the members of his back-up group The Stone Canyon Band, Andy Chapin, 20, Rick Intveld, 22, Bobby Neal, 38, and Patrick Woodward, 35 were killed. Both pilots survived after climbing out the cockpit windows. Nelson had purchased the DC-3 in May 1985 from Jerry Lee Lewis and the craft had been forced to make two emergency landings in the previous six months. Nelson and his band were en route to perform at the half-time festivities at the Cotton Bowl."
"July 31, 1936",1500,Jeju City,33.5097,126.5219,Military - Republic of South Korea Air Force,?,Seoul - Jeju,Fairchild C-123,?,?,53,47,6,53,47,6,0,Crashed into Mt. Halla while on approach to land in poor weather. Possible microburst windshear.
"January 17, 1923",?,Damascus,33.5131,36.2919,Syrian Air,?,?,Douglas DC-3,?,?,,,,9,,,?,?
"June 14, 1929",3:59,"Birmingham, Alabama",33.5175,-86.8094,Pennsylvania Central Airlines,105,"New York City - Birmingham, AL",Douglas DC-3,N21786,4131,11,7,4,3,0,3,0,"In worsening weather conditions, the plane landed fast and high while making an instrument approach to Birmingham, overran the runway, crashed through the barrier fence and into a creek. The action of the pilot in committing himself to a landing from an approach which was too high and too fast."
"August 04, 1939",1812,"Birmingham, Alabama",33.5175,-86.8094,L'Express Airlines,508,New Orleans - Mobile - Birmingham,Beechcraft BE-99-C99,N7217L,U226,15,13,2,13,12,1,0,"While the aircraft was on approach, it entered an area of thunderstorms. The aircraft rolled left and pitched up as the aircraft approached level flight. The aircraft then stalled and started to descend. The descent couldn't be arrested and the aircraft crashed into a residential area, destroying two homes and two automobiles.  Decision by the pilot-in-command to continue instrument approach into thunderstorm conditions resulting in loss of control of the aircraft. The pilot and one passenger survived the accident."
"November 22, 1974",449,"Birmingham, Alabama",33.5175,-86.8094,United Parcel Service,1354,Louisville - Birmingham,Airbus A300F-622R,N155UP,841,2,0,2,2,0,2,0,"The cargo plane was on approach when it struck trees, crashed and burst into flames. The flight crew’s failure to properly configure and verify the flight management computer for the profile approach. The captain’s failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured."
"July 28, 1998",1445,Ghazni,33.5492,68.4233,Trans Mediterranean Airways,?,Kawait - Kabul,Douglas C-54A,OD-AEB,10424,3,0,3,3,0,3,0,"The cargo plane struck a mountain while en route. A wrong estimation of the wind speed and direction resulted in a navigation error which brought the aircraft 42 nm from the approved air route. Possible contributing factors were: lack of weather forecast prior to takeoff, personal worries, fatigue and lack of oxygen, inadequate charts and maps."
"March 12, 1997",437,"Lubbock, Texas",33.585,-101.845,Empire Airlines leased from FedEx,8284,Fort Worth - Lubbock,ATR-42-320,N902FX,175,2,0,2,2,0,2,0,"Crashed while attempting to land. The probable cause of this accident was the flight crew's failure to monitor and maintain a minimum safe airspeed while executing an instrument approach in icing conditions, which resulted in an aerodynamic stall at low altitude. Contributing to the accident were 1) the flight crew's failure to follow published standard operating procedures in response to a flap anomaly, 2) the captain's decision to continue with the unstabilized approach, 3) the flight crew's poor crew resource management, and 4) fatigue due to the time of day in which the accident occurred and a cumulative sleep debt, which likely impaired the captain's performance."
"May 21, 1955",?,Casablanca,33.5992,-7.62,Military - United States Army Air Force,?,?,Curtiss C-46A,42-107377,27064,30,26,4,13,13,0,0,?
"February 19, 1979",130,Casablanca,33.5992,-7.62,Aigle Azur,?,Paris - Bordeaux - Casablanca - Dakar,Douglas DC-3,F-BFGL,13824,29,25,4,22,18,4,0,"While climbing by night, the aircraft went out of control and crashed 7 km from the airport."
"June 23, 1949",740,Casablanca,33.5992,-7.62,Air Atlas,?,Casablanca - Algiers - Perpignan,Douglas DC-3,F-BAXM,20245,7,4,3,4,1,3,0,"Shortly after takeoff, the crew encountered technical problems and informed ground he was returning to Casablanca. On final approach, the aircraft stalled and crashed in flames 500 meters short of runway."
"November 21, 1977",129,Casablanca,33.5992,-7.62,Ceskoslovenske Aerolinie,511,Zurich - Rabat,Ilyushin IL-18B,OK-PAF,181002904,72,64,8,72,64,8,0,"On reaching Rabat, the plane was diverted to Casablanca because of poor ground visibility. Conditions at Casablanca were a little better but the plane overshot the runway on its first approach. With worsening conditions the pilot asked to land at the U.S. Air Force base at Nouasseur. While the tower was seeking permission, the pilot saw a window of opportunity and tried again to land at Casablanca. The aircraft crashed into a hillside and burned eight miles short of the runway."
"July 06, 1960",945,Casablanca,33.5992,-7.62,Royal Air Maroc,?,Agadir - Casablanca,Aerospatiale Caravelle 3,CN-CCV,032/33,82,76,6,61,56,5,0,"The aircraft crashed 9.7 km short of the runway during approach in the fog and broke in two. During the descent, the fire alarm connected to the right engine came on in the cockpit and the flight engineer immediately switched all the power of the hydraulic pumps on the engine that the captain was shutting down, which blocked the transfer actions until the power supply on the left engine would be reactivated. At impact, controls started to function again but it was too late for the pilot-in-command to expect recovery."
"April 04, 1933",?,Casablanca,33.5992,-7.62,Balkan Bulgarian Airlines,?,Jeddah - Benghazi,Tupolev TU-154B,LZ-BTN,54,165,159,6,59,59,0,0,"After not being able to land at the scheduled airport due to fog, the crew could not find the alternate airport, ran out of fuel and crashed."
"July 30, 2019",200,Rawalpindi,33.6007,73.0679,Military - Pakistan Army,?,Training,Beechcraft B300 King Air,766,B766,5,0,5,5,0,5,14,"The Pakistani military plane, on a training flight, crashed into residential structures in Mora Kalu Village on the outskirts of Rawalpindi. The aircraft was destroyed killing 18 people, including the 2 pilots, 3 crew members and 14 civilians on the ground."
"February 04, 1997",12:20,"North, South Carolina",33.6161,-81.1036,Pan American World Airways,526A,San Juan - New York City,Douglas DC-4,N88899,10503,69,64,5,52,52,0,0,"After taking off from Isle Grande Airport the crew had engine problems.The aircraft then crashed into the Atlantic Ocean. The ditching took place in turbulent seas. The tail broke off on impact and the aircraft stayed afloat for only 3 minutes and sank.  The company's inadequate maintenance in not changing the No. 3 engine which resulted in its failure immediately subsequent to takeoff and the persistent action of the captain in attempting to re-establish a climb, without using all available power, following the critical loss of power to another engine. This resulted in a nose-high attitude, progressive loss of air speed and the settling of the aircraft at too low an altitude to effect recovery. The aircraft was named Clipper Endeavor."
"March 11, 1983",?,Adraskan,33.6425,62.2672,Afghan Army,?,?,Mil Mi-17,?,?,13,,,13,,,0,Either shot down or crashed due to bad weather.
"June 19, 1984",217,Islamabad,33.6989,73.0369,Pakistan International Airlines,?,Rawalpindi - Lahore,Fokker F-27 Friendship 200,AP-ALM,10163,30,26,4,30,26,4,0,Crashed into terrain after takeoff in thunderstorms and strong winds.
"September 28, 1957",?,Islamabad,33.6989,73.0369,Military - Pakistan Air Force,?,?,Lockheed C-130B Hercules,24143,3781,5,0,5,5,0,5,0,The aircraft was returning to a ramp with it's brakes on fire when it struck another aircraft and caught fire.
"April 23, 1945",945,Islamabad,33.6989,73.0369,Airblue,202,Karachi - Islamabad,Airbus A321-231,AP-BJB,1218,152,146,6,152,146,6,0,"The passenger plane crashed in the Margalla hills while attempting to land at Benazir Bhutto International Airport. The tower lost contact with the plane as it was about to land in poor weather conditions. Controlled Flight into Terrain, in which aircrew failed to display superior judgment and professional skills in a self created unsafe environment. In their pursuit to land in inclement weather, they committed serious violations of procedures and breaches of flying discipline, which put the aircraft in an unsafe condition over dangerous terrain at low altitude."
"June 10, 1948",1840,Islamabad,33.6989,73.0369,Bhoja Airlines,213,Karachi - Islamabad,Boeing 737-236,AP-BKC,23167/1074,127,121,6,127,121,6,0,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crew’s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplane’s automated flight deck"
"July 23, 1950",1020,"Myrtle Beach, South Carolina",33.71,-78.8836,Military - U.S. Air Force,?,?,Curtiss C-46D,44-77577,32973,39,35,4,39,35,4,0,"Lost the left aileron after taking off, lost control and crashed."
"January 25, 2010",1022,"Myrtle Beach, South Carolina",33.71,-78.8836,Military - U.S. Air Force,?,Myrtle Beach - Nashville,Curtiss C-46 Commando,44-77577,32973,39,35,4,39,35,4,0,"Shortly after takeoff and while climbing , the aircraft became unstable, lost height and crashed in a huge explosion in a field located two miles from the airfield. Shortly after takeoff, while climbing to a height between 1,000 and 2,000 feet, the aircraft became unstable, lost height and crashed in a huge explosion in a field located two miles from the airfield. Several eye-witnesses reported that the aircraft lost some pieces before it came down. Investigations determined that following the failure of a part of the right aileron, it detached from the wing, causing severe vibrations. The crew tried to maintain a flat attitude but the aircraft banked left and right and then went into a spin when both wings separated due to aerodynamic forces that exceeded their certification. In such conditions, control was impossible."
"November 23, 1968",1959,"Santa Ana, California",33.7408,-117.8814,Cable Commuter,544,Los Angeles - Santa Ana,de Havilland Canada DHC-6 Twin Otter 200,N7666,148,9,7,2,9,7,2,0,"While on approach to the airport, in dense fog, the aircraft descended prematurely and its left wing clipped a 30 ft. light pole on the grounds of a fire station 1.8 miles northwest of the runway threshold. The plane then veered into the adjacent elevated western embankment of a freeway and broke up, spewing flaming wreckage across all six traffic lanes. Improper IFR operation. Misjudged altitude."
"March 16, 1960",235,Na'ameh,33.7451,35.4641,Ethiopian Airlines,409,"Beirut, Lebanon - Addis Ababa, Ethiopia",Boeing 737-8AS,ET-ANB,29935/1061,90,82,8,90,82,8,0,"The passenger plane disappeared off radar shortly after taking off from Rafik Hariri International Airport in stormy weather and crashed into the Mediterranean Sea, two miles west of  the village of Na'ameh, Lebanon. The flight crew's mismanagement of the aircraft's speed, altitude, headings and attitude through inconsistent flight control inputs resulting in a loss of control. The flight crew failure to abide by CRM principles of mutual support and calling deviations hindered any timely intervention and correction."
"March 04, 1964",1150,Atlanta,33.7569,-84.3903,Eastern Air Lines,21,New York City -  Washington D.C. - Atlanta - Brownsville,Douglas DC-3,NC28394,3204,16,13,3,9,6,3,0,"The aircraft crashed into a hill in pine woods, near Chandler Field, while attempting to make an instrument landing approach in rain and fog. The failure of the captain in charge of the flight to exercise the proper degree of fare by not checking his altimeters to determine whether both were correctly set and properly functioning before commencing his landing approach. A substantial contributing factor was the absence of an established uniform cockpit procedure on Eastern Air Lines by which both the captain and co-pilot are required to make a complete check of the controls and instruments during landing operations. Captain Edward Rickenbacker, President of Eastern Air Lines, survived the crash."
"August 23, 1962",1152,Atlanta,33.7569,-84.3903,Delta Air Lines,?,Training,Convair CV-880,N8804E,22-00-16,4,0,4,4,0,4,0,"The aircraft stalled for reasons undetermined, at an altitude too low to effect recovery."
"October 13, 1930",1109,"Perris, California",33.7825,-117.2286,Perris Valley Aviation,?,Local,de Havilland Canada DHC-6 Twin Otter 200,N141PV,141,22,20,2,16,14,2,0,"The plane, carrying parachutists, lost power and crashed 200 ft. past the runway. The pilot's inadvertent feathering of the wrong propeller following an engine power loss and the failure of the operator to assure that the pilot was provided with adequate training in the airplane. Water contamination of fuel in the airport storage tanks. Lack of fuel quality control procedures.  Improper fuel servicing and exceeding the gross weight forward center of gravity limits of the airplane."
"January 13, 1954",?,"Signal Hill, California",33.7994,-118.1656,Military - U.S. Air Force,?,Williams AFB  - Long Beach,F-88 Sabre Jet,?,?,1,0,1,1,0,1,6,The jet fighter crashed into homes killing 6 people and destroying 3 homes while attempting to land at Long Beach Airport..
"November 14, 1965",17:15,"Palm Springs, California",33.8239,-116.5303,American Airlines / Military - USAF,28,Palm Springs - New York City,Douglas DC-3 / Lockheed B-34,NC16017,1555,13,10,3,12,10,2,0,"Midair collision between an Army bomber and airliner over Chino Canyon near Palm Springs at 9,000 feet destroying the rudder of the DC-3.  All 12 aboard the DC-3 were killed. The Lockheed B-34 landed safely with minor damage. The reckless and irresponsible conduct of the bomber pilot, William Wilson, in deliberately maneuvering a bomber in dangerous proximity to an airliner in an unjustifiable attempt to attract the attention of the first officer, his friend aboard the airliner. Composer and song writer Ralph Rainger, 41, killed."
"June 21, 1964",1721,"Palm Springs, California",33.8239,-116.5303,Paul Kelly Flying Service Inc.,?,Palm Springs - Burbank,Learjet 23,N243F,23-063,8,6,2,8,6,2,0,"The plane crashed 13 miles east of Palm Springs Airport shortly after taking off. The pilot was confronted with conditions requiring the division of his attention between instrument reference for proper attitude information and visual reference for terrain and aircraft avoidance. The aircraft went out of control from a cruise configuration and crashed in a 55-degree nosedown, vertical left bank attitude. Spatial disorientation of the pilot, resulting in a loss of control."
"June 01, 1991",2030,Matsuyama,33.8392,132.7656,All Nippon Airways,533,Osaka - Matsuyama,NAMC-YS-11-111,JA8658,2023,50,45,5,50,45,5,0,The plane crashed into the sea after overshooting the runway and during a go-around. Undetermined cause.
"December 06, 1962",1152,"Cerritos, California",33.87,-118.07,Aeromexico / Private,498,Tijuana - Los Angeles,MD Douglas DC-9-32 / Piper PA-28-181,XA-JED/N4891F,47356/470 /?,67,58,9,67,58,9,15,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Piper who were all decapitated and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The controller was distracted by another small aircraft in the area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the ""see and avoid"" concept to ensure traffic separation under the conditions of the conflict."
"June 08, 1924",?,Beirut,33.8869,35.5131,Air Orient,?,Marseille - Naples - Beyrouth - Saigon,CAMS 53,F-AIQY,7,7,3,4,0,0,0,0,Crrashed and sunk while landing in Beyrough harbor.
"September 30, 1975",155,Beirut,33.8869,35.5131,Lebanese International Airways,?,Beirut - Kuwait City,Curtiss C-46A-45-CU,OD-ACK,30249,27,23,4,27,23,4,0,"A few minutes after takeoff the crew informed ATC about a fire on board and elected to return. More than thirty minutes later, while at altitude of 2,000 meters, the aircraft lost height and crashed into the sea some 18 km off Beirut."
"March 13, 1984",?,Beirut,33.8869,35.5131,Ariana Afghan Airlines,202,Beirut - Tehran,Douglas DC-4,YA-BAG,18367,27,22,5,24,19,5,0,"Crashed shortly after takeoff, 2.5 miles from Beirut Airport. Navigation error. Possible in-flight fire in the No. 1 engine which induced the pilot to start fire emergency action with a resulting reduction in the rate of turn and the rate of climb."
"July 06, 1988",240,Beirut,33.8869,35.5131,Malev Hungarian Airlines,?,"Budapest - Beirut, Lebanon",Tupolev TU-154B,HA-LCI,53,60,50,10,60,50,10,0,The aircraft crashed into the Mediterranean sea while on approach. The ILS localizer was down at the time but a visible approach was possible. Cause unknown.
"April 26, 1989",845,Beirut,33.8869,35.5131,LOT Polish Airlines,?,"Varna, Bulgaria  - Beiruit, Lebanon",Antonov An-12BP,SP-LZA,6344307,9,0,9,9,0,9,0,The cargo plane struck power lines and trees while attempting to land.
"November 24, 2001",?,Beirut,33.8869,35.5131,Trans Mediterranean Airways,?,Training,Boeing 707-327C,OD-AFX,19107/507,6,0,6,6,0,6,0,"On a third practice touch-and-go landing, the plane yawed to the right, stalled and crashed in an inverted attitude."
"October 04, 1995",930,"Chamblee, Georgia",33.8875,-84.3053,Lehigh Acres Development Inc.,701,"Chamblee, GA - Fort Myers,FL",Martin 404,N40412,14116,33,29,4,1,1,0,5,There was a loss of power as the aircraft climbed after taking off from DeKalb Peachtree Airport. The plane touched down and slid along a highway for one-half a mile striking a automobile killing 5 people. Loss of effective engine power because of improper fuel having been placed in the tanks by relatively untrained personnel. A contributing factor was the flightcrew did not detect the error.
"September 09, 1956",935,"Compton, California",33.8967,-118.225,Los Angeles Airways,417,?,Sikorsky S-61L helicopter,N300Y,?,21,18,3,21,18,3,0,The main rotor blade of the helicopter separated from the central hub. The aircraft spun to destruction as the tail cone sheared off. Metallurgical fault during manufacture of the main rotor blade spindle. Fatigue origin in area of substandard hardness and inadequate shot peening on main rotor blade spindle.
"October 04, 2014",156,"Wichita Falls, Texas",33.8969,-98.515,Air Evac Lifeteam,?,"Waurika, OK - Wichita Falls, TX",Bell 206L,?,?,4,1,3,2,1,1,0,"The air ambulance crashed while transporting a patient from Waurika, Oklahoma to United Regional Health Center. The patient was killed and 3 crew members injured."
"September 14, 2002",1651,"Paramount, California",33.9,-118.1667,Los Angeles Airways,841,Anaheim - LAX,Sikorsky S-61L helicopter,N303Y,?,23,20,3,23,20,3,0,The helicopter suddenly descended to the ground with an erratic action of the main rotor blades and burst into flames. A faulty main rotor blade damper caused one of the rotor blades to detach for reasons undetermined and strike the fuselage.
"November 07, 1956",1915,"Norwalk, California",33.9069,-118.0833,Military - U.S.  Air Force / Military - U.S. Navy,?,Long Beach - McGuire AFB,Douglas C-118A / Lockheed P2V-5F,53-3277A/127723,44622/,41,35,6,41,35,6,1,"The two aircraft collided at an altitude of 3,000 feet scattering wreckage over a residential and business area of suburban Los Angeles. The C-118 had just taken off from Long Beach Municipal Airport on a transcontinental flight and the P2V was on an instrument training exercise. All 41 killed on the C-118A, six on the P2V and one woman on the ground who was hit by debris outside her house. Pilot error, pilots of both aircraft."
